,continent,country,population,cases,deaths,tests,day,time
219,Asia,India,1390493952.0,"{'new': '+72807', 'active': 1156720, 'critical': 8944, 'recovered': 12101990, '1M_pop': '9657', 'total': 13428272}","{'new': '+257', '1M_pop': '122', 'total': 169562}","{'1M_pop': '184558', 'total': 256626850}",2021-04-11,2021-04-11T15:15:13+00:00
220,All,All,,"{'new': '+246977', 'active': 23741772, 'critical': 102670, 'recovered': 109558607, '1M_pop': '17479', 'total': 136242220}","{'new': '+2761', '1M_pop': '377.4', 'total': 2941841}","{'1M_pop': None, 'total': None}",2021-04-11,2021-04-11T15:15:13+00:00
221,North-America,USA,332505583.0,"{'new': '+2780', 'active': 6873494, 'critical': 9206, 'recovered': 24423673, '1M_pop': '95856', 'total': 31872776}","{'new': '+14', '1M_pop': '1731', 'total': 575609}","{'1M_pop': '1258008', 'total': 418294538}",2021-04-11,2021-04-11T15:15:13+00:00
222,Europe,Italy,60393047.0,"{'new': '+17567', 'active': 533085, 'critical': 3588, 'recovered': 3107069, '1M_pop': '62161', 'total': 3754077}","{'new': '+344', '1M_pop': '1886', 'total': 113923}","{'1M_pop': '874302', 'total': 52801766}",2021-04-11,2021-04-11T15:15:13+00:00
223,South-America,South-America,,"{'new': '+921', 'active': 1821095, 'critical': 21990, 'recovered': 19989734, '1M_pop': None, 'total': 22402599}","{'new': '+14', '1M_pop': None, 'total': 591770}","{'1M_pop': None, 'total': None}",2021-04-11,2021-04-11T15:15:12+00:00
224,Africa,Africa,,"{'new': '+1728', 'active': 344295, 'critical': 3593, 'recovered': 3917648, '1M_pop': None, 'total': 4377681}","{'new': '+25', '1M_pop': None, 'total': 115738}","{'1M_pop': None, 'total': None}",2021-04-11,2021-04-11T15:15:12+00:00
225,Europe,Europe,,"{'new': '+87866', 'active': 11184018, 'critical': 33022, 'recovered': 29452740, '1M_pop': None, 'total': 41587244}","{'new': '+1538', '1M_pop': None, 'total': 950486}","{'1M_pop': None, 'total': None}",2021-04-11,2021-04-11T15:15:12+00:00
226,North-America,North-America,,"{'new': '+10287', 'active': 7460814, 'critical': 16252, 'recovered': 28453049, '1M_pop': None, 'total': 36748991}","{'new': '+21', '1M_pop': None, 'total': 835128}","{'1M_pop': None, 'total': None}",2021-04-11,2021-04-11T15:15:12+00:00
227,Asia,Asia,,"{'new': '+146066', 'active': 2907656, 'critical': 27808, 'recovered': 27710054, '1M_pop': None, 'total': 31065263}","{'new': '+1163', '1M_pop': None, 'total': 447553}","{'1M_pop': None, 'total': None}",2021-04-11,2021-04-11T15:15:12+00:00
228,,MS-Zaandam-,,"{'new': '+7', 'active': 7, 'critical': None, 'recovered': None, '1M_pop': None, 'total': 9}","{'new': '+2', '1M_pop': None, 'total': 2}","{'1M_pop': None, 'total': None}",2020-04-09,2020-04-09T15:45:06+00:00
229,,Diamond-Princess-,,"{'new': None, 'active': 82, 'critical': 10, 'recovered': 619, '1M_pop': None, 'total': 712}","{'new': None, '1M_pop': None, 'total': 11}","{'1M_pop': None, 'total': None}",2020-04-09,2020-04-09T15:45:06+00:00
230,,US-Virgin-Islands,,"{'new': '+11', 'active': 17, 'critical': None, 'recovered': None, '1M_pop': '163', 'total': 17}","{'new': None, '1M_pop': None, 'total': None}","{'1M_pop': None, 'total': None}",2020-03-25,2020-03-25T06:00:07+00:00
231,,Puerto-Rico,,"{'new': '+8', 'active': 36, 'critical': None, 'recovered': 1, '1M_pop': '14', 'total': 39}","{'new': None, '1M_pop': None, 'total': 2}","{'1M_pop': None, 'total': None}",2020-03-25,2020-03-25T06:00:07+00:00
232,,Guam,,"{'new': '+3', 'active': 31, 'critical': None, 'recovered': None, '1M_pop': '190', 'total': 32}","{'new': None, '1M_pop': None, 'total': 1}","{'1M_pop': None, 'total': None}",2020-03-25,2020-03-25T06:00:07+00:00
